,Provider Number,FYB,FYE,STATUS,CTRL_TYPE,HOSP10_Name,Street_Addr,PO_Box,City,State,Zip_Code,County,Hospital Adult and Peds Staffed Beds,Hospital Adult and Peds Bed Days Available,Hospital Adult and Peds Inpatient Days,Intensive Care Unit Staffed Beds,Intensive Care Unit Bed Days Available,Intensive Care Unit Inpatient Days,Coronary Care Unit Staffed Beds,Coronary Care Unit Bed Days Available,Coronary Care Unit Inpatient Days,Burn ICU Staffed Beds,Burn ICU Bed Days Available,Burn ICU Inpatient Days,Surgical ICU Staffed Beds,Surgical ICU Bed Days Available,Surgical ICU Inpatient Days,Total Staffed Beds,Total Bed Days Available,Total Inpatient Days,ICU Total Staffed Beds,ICU Total Bed Days Available,ICU Total Inpatient Days,ICU Occupancy Rate,Total Bed Occupancy Rate,geometry
3765,312018,01-JAN-18,31-DEC-18,As Submitted,4,THE REHAB HOSPITAL AT RARITAN BAY,530 NEW BRUNSWICK AVENEU,NaN,PERTH AMBOY,NJ,08861,MIDDLESEX,76.0,27740.0,17334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,27740.0,17334.0,0.0,0.0,0.0,0.0,0.624873828406633,POINT (-74.2818674 40.51884310000001)
3774,313030,01-JAN-18,31-DEC-18,As Submitted,2,BACHARACH INSTITUTE FOR REHABILITATI,61 WEST JIMMIE LEEDS ROAD,P.O. BOX,POMONA,NJ,08240-0723,ATLANTIC,52.0,18980.0,14717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,18980.0,14717.0,0.0,0.0,0.0,0.0,0.7753951527924131,POINT (-74.53948459999999 39.478072)
3779,313300,01-JAN-18,31-DEC-18,As Submitted,2,CHILDRENS SPECIALIZED HOSPITAL,150 PROVIDENCE ROAD,NaN,MOUNTAINSIDE,NJ,07092,UNION,68.0,24820.0,19425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,24820.0,19425.0,0.0,0.0,0.0,0.0,0.782634971796938,POINT (-74.35400660000001 40.6698483)
3793,314023,01-JAN-18,31-DEC-18,As Submitted,4,ASPEN HILLS HEALTHCARE CENTER,600 PEMBERTON-BROWNS MILL ROAD,NaN,LISBON,NJ,08060,BURLINGTON,30.0,10950.0,8336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10950.0,8336.0,0.0,0.0,0.0,0.0,0.7612785388127854,POINT (-74.6371011 39.967525)
3801,320005,01-JUL-18,30-JUN-19,As Submitted,2,SAN JUAN REGIONAL MEDICAL CENTER,O,NaN,FARMINGTON,NM,87401,SAN JUAN,174.0,63510.0,31737.0,10.0,3650.0,2903.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,67160.0,36449.0,10.0,3650.0,2903.0,0.7953424657534247,0.5427188802858844,POINT (-108.2168008 36.723828)
3815,320057,01-OCT-17,30-SEP-18,As Submitted,7,SANTA FE INDIAN HOSPITAL,1700 CERILLIOS ROAD,NaN,SANTA FE,NM,87505,SANTA FE,4.0,1460.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1460.0,86.0,0.0,0.0,0.0,0.0,0.0589041095890411,POINT (-105.9702698 35.6681549)
3817,320059,01-OCT-17,30-SEP-18,As Submitted,7,NORTHERN NAVAJO MEDICAL CENTER,US HWY 491 NORTH,160,SHIPROCK,NM,87420,SAN JUAN,60.0,21900.0,6991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,21900.0,6991.0,0.0,0.0,0.0,0.0,0.31922374429223743,POINT (-108.6914076 36.8052353)
3818,320060,01-OCT-17,30-SEP-18,As Submitted,7,USPHS HOSPITAL-ZUNI,ROUTE 301 N B STREET,467,ZUNI,NM,87237,MCKINLEY,27.0,9855.0,2164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9855.0,2164.0,0.0,0.0,0.0,0.0,0.219583967529173,POINT (-108.8331064 35.0651696)
3820,320062,01-OCT-17,30-SEP-18,As Submitted,7,CROWNPOINT INDIAN HOSPITAL,NM STATE RD 371,PO BOX 35,CROWNPOINT,NM,87313,MCKINLEY,19.0,6935.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6935.0,1175.0,0.0,0.0,0.0,0.0,0.16943042537851477,POINT (-108.1396562 35.6987639)
3824,320070,01-OCT-17,30-SEP-18,As Submitted,7,ACOMA CANONCITO LAGUNA HOSPITAL,130,NaN,SAN FIDEL,NM,87049,CIBOLA,6.0,2190.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2190.0,122.0,0.0,0.0,0.0,0.0,0.05570776255707763,POINT (-107.5715964 35.0682101)
3875,330046,01-JAN-18,31-DEC-18,As Submitted,2,MOUNT SINAI ST. LUKES ROOSEVELT HOS,1000 TENTH AVENUE,NaN,NEW YORK,NY,10019,NEW YORK,515.0,186515.0,140502.0,57.0,21055.0,12121.0,26.0,9490.0,5555.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,229815.0,176754.0,83.0,30545.0,17676.0,0.5786871828449828,0.7691142875791397,POINT (-73.9864118 40.7695024)
3886,330065,01-JAN-18,31-DEC-18,As Submitted,2,NIAGARA FALLS MEMORIAL MEDICAL CENTE,621 10TH STREET,NaN,NIAGARA FALLS,NY,14203,NIAGARA,121.0,44165.0,18256.0,12.0,4380.0,2527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,48545.0,21777.0,12.0,4380.0,2527.0,0.5769406392694064,0.4485940879596251,POINT (-79.0495359 43.0934707)
3892,330080,01-JUL-18,30-JUN-19,As Submitted,12,LINCOLN MEDICAL&MENTAL HEALTH CENTER,234 EAST 149TH STREET,NaN,BRONX,NY,10451,BRONX,229.0,83585.0,67193.0,38.0,13870.0,9468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,104755.0,83863.0,38.0,13870.0,9468.0,0.6826243691420332,0.80056321893943,POINT (-73.87739999999999 40.85)
3915,330132,01-JAN-18,19-FEB-18,As Submitted,2,TLC HEALTH NETWORK,845 ROUTES 5 & 20,NaN,IRVING,NY,14081,CATTARAUGUS,22.0,1100.0,0.0,3.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1250.0,0.0,3.0,150.0,0.0,0.0,0.0,POINT (-78.8681 42.3292)
3926,330158,01-JAN-18,31-DEC-18,As Submitted,2,GOOD SAMARITAN HOSPITAL,255 LAFAYETTE AVENUE,NaN,SUFFERN,NY,10901,ROCKLAND,237.0,86505.0,59808.0,0.0,0.0,0.0,39.0,14235.0,1685.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,104390.0,70259.0,39.0,14235.0,1685.0,0.11837021426062522,0.6730433949612031,POINT (-74.1356929 41.1114402)
3946,330195,01-JAN-18,31-DEC-18,As Submitted,2,LONG ISLAND JEWISH MEDICAL CENTER,275-05 76TH STREET,NaN,NEW HYDE PARK,NY,11040,QUEENS,1007.0,365818.0,294597.0,53.0,19345.0,16637.0,29.0,10585.0,3936.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,433000.0,365219.0,82.0,29930.0,20573.0,0.6873705312395589,0.8434618937644341,POINT (-73.70698729999999 40.7554834)
3994,330277,01-JUL-18,30-JUN-19,As Submitted,2,CORNING HOSPITAL,1 GUTHRIE DRIVE,NaN,CORNING,NY,14830,STEUBEN,57.0,20805.0,12685.0,8.0,2920.0,1598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,23725.0,15149.0,8.0,2920.0,1598.0,0.5472602739726027,0.6385247629083246,POINT (-76.9701917 42.1353684)
3996,330285,01-JUL-18,30-JUN-19,As Submitted,2,STRONG MEMORIAL HOSPITAL,135 CORPORATE WOODS  SUITE 380,NaN,ROCHESTER,NY,14623,MONROE,512.0,186880.0,188223.0,110.0,40150.0,35113.0,0.0,0.0,0.0,17.0,6205.0,5106.0,0.0,0.0,0.0,739.0,269735.0,266201.0,127.0,46355.0,40219.0,0.8676302448495308,0.9868982519880624,POINT (-77.621904 43.1062458)
4011,330386,01-JAN-18,31-DEC-18,As Submitted,2,CATSKILL REGIONAL MEDICAL CENTER,68 BUSHVILLE ROAD,800,HARRIS,NY,12742,SULLIVAN,74.0,27010.0,13397.0,0.0,0.0,0.0,10.0,3650.0,1576.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,30660.0,16320.0,10.0,3650.0,1576.0,0.4317808219178082,0.5322896281800391,POINT (-74.73711 41.70901)
4028,331303,01-JAN-18,31-DEC-18,As Submitted,2,CATSKILL REGIONAL MEDICAL CENTER GRO,8881 STATE RT 97,NaN,CALLICOON,NY,12742,SULLIVAN,15.0,5475.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5475.0,1158.0,0.0,0.0,0.0,0.0,0.2115068493150685,POINT (-74.73711 41.70901)
4030,331305,01-JAN-18,31-DEC-18,As Submitted,2,OCONNOR HOSPITAL,460 ANDES ROAD,NaN,DELHI,NY,13753,DELAWARE,16.0,5840.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5840.0,2087.0,0.0,0.0,0.0,0.0,0.35736301369863016,POINT (-74.9166755 42.2682553)
4047,332008,01-JUL-18,30-JUN-19,As Submitted,12,HENRY J. CARTER,900 MAIN STREET,NaN,ROOSEVELT ISLAND,NY,10044,QUEENS,201.0,73365.0,42893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,73365.0,42893.0,0.0,0.0,0.0,0.0,0.584652082055476,POINT (-73.9421553 40.7702898)
4054,334002,01-JAN-18,31-DEC-18,As Submitted,4,FOUR WINDS  INC.,800 CROSS RIVER RD.,NaN,KATONAH,NY,10536,WESTCHESTER,175.0,63875.0,57127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,63875.0,57127.0,0.0,0.0,0.0,0.0,0.8943561643835617,POINT (-73.6225937 41.2661983)
4072,334049,01-JAN-18,31-DEC-18,As Submitted,4,FOUR WINDS OF SARATOGA  INC.,800 CROSS RIVER RD.,NaN,KATONAH,NY,10536,WESTCHESTER,88.0,32120.0,31842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,32120.0,31842.0,0.0,0.0,0.0,0.0,0.9913449564134496,POINT (-73.6225937 41.2661983)
4110,340042,01-OCT-17,30-SEP-18,As Submitted,9,ONSLOW MEMORIAL HOSPITAL,241 NEW RIVER DRIVE,NaN,JACKSONVILLE,NC,28540,ONSLOW,148.0,54020.0,25959.0,14.0,5110.0,2742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,59130.0,32651.0,14.0,5110.0,2742.0,0.5365949119373777,0.552190089633012,POINT (-77.4124401 34.7537348)
4113,340050,01-OCT-17,30-SEP-18,Amended,2,S.E. REGL MEDICAL CENTER,300 W. 27TH STREET,P.O. BOX,LUMBERTON,NC,28358-3075,ROBESON,231.0,84315.0,60690.0,25.0,9125.0,5563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,93440.0,70324.0,25.0,9125.0,5563.0,0.6096438356164383,0.752611301369863,POINT (-79.01074509999999 34.637004)
4142,340119,01-JAN-18,31-DEC-18,As Submitted,11,CAROLINAS HEALTHCARE SYSTEM STANLY,301 YADKIN STREET,NaN,ALBEMARLE,NC,28001,STANLY,87.0,31755.0,9406.0,10.0,3650.0,1949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,35405.0,12279.0,10.0,3650.0,1949.0,0.533972602739726,0.34681542155062844,POINT (-80.19500370000002 35.3644974)
4149,340131,01-OCT-17,30-SEP-18,As Submitted,9,CAROLINAEAST MEDICAL CENTER,2000 NEUSE BOULEVARD,PO BOX 12,NEW BERN,NC,28561,CRAVEN,214.0,78110.0,42958.0,72.0,26280.0,19660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.0,104390.0,64783.0,72.0,26280.0,19660.0,0.7480974124809742,0.6205862630520165,POINT (-77.0663213 35.1136958)
4161,340155,01-JUL-18,30-JUN-19,As Submitted,9,DUKE REGIONAL HOSPITAL,3643 NORTH ROXBORO ROAD,NaN,DURHAM,NC,27704-2763,DURHAM,279.0,101835.0,58279.0,22.0,8030.0,6294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,109865.0,73688.0,22.0,8030.0,6294.0,0.7838107098381071,0.6707140581622901,POINT (-78.9009894 36.0361504)
4162,340156,01-OCT-17,30-SEP-18,As Submitted,7,CHEROKEE INDIAN HOSPITAL AUTHORITY,HOSPITAL RD CALL BOX C-268,NaN,CHEROKEE,NC,28719,SWAIN,20.0,7300.0,1787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7300.0,1787.0,0.0,0.0,0.0,0.0,0.2447945205479452,POINT (-83.32320540000001 35.4841903)
4177,341302,01-OCT-17,30-SEP-18,As Submitted,11,OUR COMMUNITY HOSPITAL,921 JUNIOR HIGH ROAD,405,SCOTLAND NECK,NC,27874-,HALIFAX,20.0,1840.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1840.0,143.0,0.0,0.0,0.0,0.0,0.07771739130434782,POINT (-77.4291154 36.1323341)
4189,341317,01-OCT-17,30-SEP-18,As Submitted,4,LIFEBRITE HOSPITAL GROUP OF STOKES C,1570 NC 8 & 89 HWY N,10,DANBURY,NC,27016,STOKES,25.0,9125.0,877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,2516.0,0.0,0.0,0.0,0.0,0.27572602739726026,POINT (-80.2309154 36.4180006)
4209,342019,01-JAN-18,19-OCT-18,As Submitted,2,CRAWLEY MEMORIAL HOSPITAL  INC.,706 WEST KING STREET  2ND FLOOR,NaN,KINGS MOUNTAIN,NC,28086,CLEVELAND,28.0,8176.0,3099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8176.0,3099.0,0.0,0.0,0.0,0.0,0.3790362035225049,POINT (-81.3567075 35.2415266)
4210,342020,01-MAY-18,30-APR-19,As Submitted,4,SSH -GREENSBORO,1200 NORTH ELM STREET 5TH FLOOR,NaN,GREENSBORO,NC,27401,GUILFORD,30.0,10950.0,10003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10950.0,10003.0,0.0,0.0,0.0,0.0,0.9135159817351598,POINT (-79.78725180000001 36.0910599)
4213,343026,01-JAN-18,31-DEC-18,As Submitted,11,CAROLINAS REHABILITATION,1100 BLYTHE BLVD,NaN,CHARLOTTE,NC,28203-,MECKLENBURG,150.0,54750.0,42967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,54750.0,42967.0,0.0,0.0,0.0,0.0,0.7847853881278539,POINT (-80.8385358 35.2015356)
4228,344032,07-JUN-18,31-DEC-18,As Submitted,4,TRIANGLE SPRINGS,10901 WORLD TRADE BLVD,NaN,RALEIGH,NC,27617,WAKE,77.0,16016.0,6136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,16016.0,6136.0,0.0,0.0,0.0,0.0,0.38311688311688313,POINT (-78.78 35.91)
4231,350006,01-JUL-18,30-JUN-19,As Submitted,2,TRINITY HOSPITALS/ST JOES,ONE BURDICK EXPRESSWAY WEST,5020,MINOT,ND,58702-,WARD,117.0,42705.0,24005.0,19.0,6935.0,3732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,55480.0,33344.0,19.0,6935.0,3732.0,0.538139870223504,0.6010093727469359,POINT (-101.2870912 48.2321939)
4293,360020,01-JAN-18,31-DEC-18,As Submitted,2,SUMMA HEALTH SYSTEM,525 E. MARKET STREET,2090,AKRON,OH,44308-,SUMMIT,494.0,185673.0,104594.0,64.0,23360.0,7569.0,26.0,10790.0,6563.0,0.0,0.0,0.0,0.0,0.0,0.0,584.0,219823.0,127079.0,90.0,34150.0,14132.0,0.41382137628111276,0.5780969234338535,POINT (-81.5012062 41.0820185)
4302,360039,01-JAN-18,31-DEC-18,As Submitted,1,GENESIS HEALTHCARE SYSTEM,2951 MAPLE AVENUE,NaN,ZANESVILLE,OH,43701,MUSKINGUM,234.0,85410.0,38720.0,24.0,8760.0,6495.0,24.0,8760.0,6181.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,102930.0,55879.0,48.0,17520.0,12676.0,0.7235159817351599,0.542883513067133,POINT (-82.01607480000001 39.9743952)
4309,360052,01-JAN-18,23-JUL-18,Amended,2,GOOD SAMARITAN HOSPITAL,2222 PHILADELPIA DRIVE,NaN,DAYTON,OH,45406-1891,MONTGOMERY,205.0,41551.0,18377.0,29.0,5829.0,2887.0,6.0,1200.0,804.0,0.0,0.0,0.0,0.0,0.0,0.0,248.0,50170.0,22626.0,35.0,7029.0,3691.0,0.5251102575046237,0.4509866454056209,POINT (-84.2344064 39.7884758)
4311,360055,01-JAN-18,31-DEC-18,As Submitted,4,TRUMBULL MEMORIAL HOSPITAL,1350 EAST MARKET ST.,1269,WARREN,OH,44483,NaN,173.0,63145.0,31408.0,30.0,10950.0,5487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,74095.0,37529.0,30.0,10950.0,5487.0,0.5010958904109589,0.506498414197989,POINT (-80.7990834 41.235851)
4312,360056,01-JAN-18,31-DEC-18,As Submitted,1,MERCY HOSPITAL OF HAMILTON/FAIRFIELD,100 RIVERFRONT PLAZA,NaN,HAMILTON,OH,45012,HAMILTON,163.0,59495.0,38080.0,18.0,6570.0,5645.0,18.0,6570.0,4958.0,0.0,0.0,0.0,0.0,0.0,0.0,199.0,72635.0,52665.0,36.0,13140.0,10603.0,0.8069254185692541,0.7250636745370689,POINT (-84.5072 39.0981)
4315,360064,01-JAN-18,31-DEC-18,As Submitted,1,ST. ELIZABETH HEALTH CENTER,1044 BELMONT AVENUE,NaN,YOUNGSTOWN,OH,44501-1790,MAHONING,251.0,91583.0,61674.0,20.0,7300.0,7300.0,9.0,3285.0,1894.0,0.0,0.0,0.0,20.0,7300.0,5789.0,300.0,109468.0,76657.0,49.0,17885.0,14983.0,0.837741123846799,0.7002685716373734,POINT (-80.6580546 41.1139876)
4324,360076,01-JAN-18,31-DEC-18,As Submitted,2,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,NaN,FRANKLIN,OH,45005-1006,WARREN,160.0,58400.0,19160.0,16.0,5840.0,3382.0,41.0,14965.0,7287.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,79205.0,31738.0,57.0,20805.0,10669.0,0.5128094208123047,0.40070702607158637,POINT (-84.3144283 39.498552)
4328,360080,01-JAN-18,31-DEC-18,As Submitted,6,EAST OHIO REGIONAL HOSPITAL,90 NORTH FOURTH STREET,NaN,MARTINS FERRY,OH,43935,NaN,74.0,27010.0,5488.0,10.0,3650.0,1159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,30660.0,6647.0,10.0,3650.0,1159.0,0.31753424657534246,0.21679712981082844,POINT (-80.7200476 40.0985631)
4332,360085,01-JUL-18,30-JUN-19,As Submitted,10,THE OHIO STATE UNIVERSITY HOSPITAL,660 ACKERMAN ROAD - 4TH FLOOR,ROOM 443,COLUMBUS,OH,43202,FRANKLIN,885.0,322152.0,247683.0,97.0,35179.0,29648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.0,357331.0,286599.0,97.0,35179.0,29648.0,0.842775519486057,0.8020546775958425,POINT (-83.0306051 40.0188871)
4333,360086,01-JAN-18,31-DEC-18,As Submitted,1,SPRINGFIELD REGIONAL MEDICAL CENTER,2615 EAST HIGH STREET,NaN,SPRINGFIELD,OH,45501-,CLARK,192.0,70080.0,41839.0,38.0,13870.0,9122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,83950.0,53673.0,38.0,13870.0,9122.0,0.6576784426820476,0.6393448481238833,POINT (-83.81630800000001 39.9286179)
4341,360098,01-JAN-18,31-DEC-18,As Submitted,2,LAKE HOSPITAL SYSTEM,7590 AUBURN RD,NaN,CONCORD,OH,44077,LAKE,285.0,104025.0,50579.0,27.0,9855.0,6082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,113880.0,60147.0,27.0,9855.0,6082.0,0.6171486555048199,0.5281612223393045,POINT (-81.2468697 41.6626743)
4359,360141,01-JAN-18,20-SEP-18,As Submitted,4,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,240,YOUNGSTOWN,OH,44501-0240,MAHONING,61.0,16043.0,6500.0,23.0,6049.0,1611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,22092.0,8833.0,23.0,6049.0,1611.0,0.2663250123987436,0.3998279920333152,POINT (-80.65925 41.133769)
4378,360179,01-JUL-18,30-JUN-19,As Submitted,2,BETHESDA HOSPITAL,619 OAK STREET,NaN,CINCINNATI,OH,45206,HAMILTON,327.0,119355.0,88561.0,38.0,13870.0,8069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,133225.0,105699.0,38.0,13870.0,8069.0,0.5817591925018024,0.7933871270407206,POINT (-84.49700559999999 39.1293752)
4393,360239,01-JAN-18,31-DEC-18,Amended,1,SYCAMORE HOSPITAL,2150 LEITER ROAD,NaN,MIAMISBURG,OH,45342-,MONTGOMERY,156.0,61020.0,32744.0,12.0,4380.0,2806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,65400.0,35550.0,12.0,4380.0,2806.0,0.6406392694063927,0.5435779816513762,POINT (-84.248666 39.637503)
4400,360261,01-JAN-18,31-DEC-18,As Submitted,4,THREE GABLES SURG & DIAG CENTER,5897 STATE ROUTE 7,NaN,PROCTORVILLE,OH,45669,LAWRENCE,8.0,2920.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2920.0,75.0,0.0,0.0,0.0,0.0,0.025684931506849314,POINT (-82.39298530000001 38.44179829999999)
4407,360274,01-JAN-18,18-JAN-19,As Submitted,6,MEDICAL CENTER AT ELIZABETH PLACE,ONE ELIZABETH PLACE,NaN,DAYTON,OH,45408,MONTGOMERY,26.0,9490.0,423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9490.0,423.0,0.0,0.0,0.0,0.0,0.04457323498419389,POINT (-84.1994558 39.7480894)
4417,360358,01-JUL-18,30-JUN-19,As Submitted,1,DILEY RIDGE MEDICAL CENTER,7911 DILEY ROAD,NaN,CANAL WINCHESTER,OH,43110,FRANKLIN,10.0,3650.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3650.0,570.0,0.0,0.0,0.0,0.0,0.15616438356164383,POINT (-82.83 39.86)
4427,361302,01-JUL-18,30-JUN-19,As Submitted,2,TWIN CITY HOSPITAL,819 NORTH FIRST STREET,NaN,DENNISON,OH,44621-1098,TUSCARAWAS,25.0,9125.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,452.0,0.0,0.0,0.0,0.0,0.049534246575342465,POINT (-81.33652739999999 40.4015589)
4448,361324,01-JUL-18,30-JUN-19,As Submitted,1,SHELBY MEMORIAL HOSPITAL,20 MORRIS ROAD,NaN,SHELBY,OH,44875,RICHLAND,25.0,9125.0,1265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,9125.0,3728.0,0.0,0.0,0.0,0.0,0.40854794520547943,POINT (-82.6618424 40.88144519999999)
4461,362007,01-JAN-18,31-DEC-18,As Submitted,5,EDEN SPRINGS HC CENTER,401 NORTH BROADWAY,NaN,GREEN SPRINGS,OH,44836,SANDUSKY,36.0,13140.0,2265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,13140.0,2265.0,0.0,0.0,0.0,0.0,0.1723744292237443,POINT (-83.052851 41.2627046)
4462,362014,01-JAN-18,03-APR-18,As Submitted,4,HEATHER HILLS CARE COMMUNITIES,12340 BASS LAKE ROAD,NaN,CHARDON,OH,44024,GEAUGA,56.0,5208.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,5208.0,240.0,0.0,0.0,0.0,0.0,0.04608294930875576,POINT (-81.22270899999999 41.5359302)
4463,362015,01-JUL-18,30-JUN-19,As Submitted,2,GRACE HOSPITAL,2307 WEST 14 STREET,NaN,CLEVELAND,OH,44113-,CUYAHOGA,52.0,18980.0,6291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,18980.0,6291.0,0.0,0.0,0.0,0.0,0.3314541622760801,POINT (-81.6908565 41.48059569999999)
4470,362024,01-JAN-18,31-DEC-18,As Submitted,4,SSH - YOUNGSTOWN,1044 BELMONT AVENUE,NaN,YOUNGSTOWN,OH,44501,MAHONING,80.0,29200.0,16958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,29200.0,16958.0,0.0,0.0,0.0,0.0,0.5807534246575342,POINT (-80.656727 41.114089)
4471,362025,01-JAN-18,31-DEC-18,As Submitted,2,SPECIALTY HOSPITAL OF LORAIN,205 W 20TH STREET  SUITE 200,NaN,LORAIN,OH,44052-3779,LORAIN,28.0,10220.0,4856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,10220.0,4856.0,0.0,0.0,0.0,0.0,0.475146771037182,POINT (-82.167794 41.4518972)
4489,363034,01-OCT-17,30-SEP-18,As Submitted,4,HEALTHSOUTH REHABILITATION HOSPITAL,151 GALBRAITH ROAD,NaN,CINCINNATI,OH,45216,HAMILTON,100.0,36500.0,24399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36500.0,24399.0,0.0,0.0,0.0,0.0,0.6684657534246575,POINT (-84.4802962 39.2127231)
4514,364038,01-MAY-18,30-APR-19,As Submitted,4,BELMONT PINES,615 CHURCHILL- HUBBARD ROAD,NaN,YOUNGSTOWN,OH,44505,MAHONING,45.0,16425.0,12621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,16425.0,12621.0,0.0,0.0,0.0,0.0,0.7684018264840182,POINT (-80.64 41.11)
