hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,location,county_name,emergency_services,geocode_accuracy,geocode_flag,statecountyfips,cbsa_name,cbsa_code,phone_number,state,url,zip_code,provider_id_int,provider_id_raw,RPT_REC_NUM,PRVDR_CTRL_TYPE_CD,PRVDR_NUM,RPT_STUS_CD,filed_date,fy_start_date,fy_end_date,source_year,days_in_period,most_recent,acute_beds_0700,icu_beds_0800,extra_0899_infped,extra_0899_adult,all_adult_icu_beds,coronary_beds_0900,extra_0999_infped,extra_0999_adult,burn_beds_1000,extra_1099_infped,extra_1099_adult,surg_icu_beds_1100,extra_1199_infped,extra_1199_adult,oth_spec_beds_1200,extra_1299_infped,extra_1299_adult,subtotal_acute_beds_1400,subprovider_ipf_beds_1600,subprovider_irf_beds_1700,subprovider_oth_beds_1800,skilled_nursing_beds_1900,nursing_fac_beds_2000,oth_longterm_beds_2100,hospice_beds_2400,all_beds_2700,labor_delivery_beds_3200,acute_bed_days_0700,icu_bed_days_0800,extra_days_0899_infped,extra_days_0899_adult,all_adult_icu_bed_days,coronary_bed_days_0900,extra_days_0999_infped,extra_days_0999_adult,burn_bed_days_1000,extra_days_1099_infped,extra_days_1099_adult,oth_spec_bed_days_1100,extra_days_1199_infped,extra_days_1199_adult,oth_spec_bed_days_1200,extra_days_1299_infped,extra_days_1299_adult,subtotal_acute_bed_days_1400,subprovider_ipf_bed_days_1600,subprovider_irf_bed_days_1700,subprovider_oth_bed_days_1800,skilled_nursing_bed_days_1900,nursing_fac_bed_days_2000,oth_longterm_bed_days_2100,hospice_bed_days_2400,obs_bed_days_2800,labor_delivery_bed_days_3200,all_adult_icu_utilization,subtotal_acute_utilization,interns_residents,payroll_employees
"ASOCIACION HOSPITAL DEL MAESTRO, INC",Voluntary non-profit - Other,Acute Care Hospitals,18.4137095,-66.0682476,SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,,SAN JUAN,TRUE,RANGE_INTERPOLATED,1,,,,(787) 758-6420,PR,https://data.medicare.gov/resource/xubh-q36u/row-eyz9.wmk9~prcw,936,400004,400004,660875,2,400004,1,2019-12-02,2018-07-01,2019-06-30,2018,364,t,115,11,,,11,,,,,,,,,,,,,126,,,,,,,,126,,15756,1370,,,1370,,,,,,,,,,,,,17126,,,,,,,,,,34.0000,37.0000,,304.4600
GUAM REGIONAL MEDICAL CITY,Voluntary non-profit - Private,Acute Care Hospitals,13.5248362,144.8232653,133 ROUTE 3,DEDEDO,,GUAM,TRUE,ROOFTOP,1,,,,(671) 645-5500,GU,https://data.medicare.gov/resource/xubh-q36u/row-ikxi.yahy_8xvd,96929,650003,650003,651493,4,650003,1,2019-06-04,2018-01-01,2018-12-31,2018,364,t,88,17,,,17,,,,,,,,,,,,,105,,,,,,,,105,5,29142,2603,,,2603,,,,,,,,,,,,,31757,,,,,,,,390,,42.0000,83.0000,,702.0000
SAN LUKE'S MEMORIAL HOSPITAL INC,Voluntary non-profit - Church,Acute Care Hospitals,18.0305718,-66.5936447,TITO CASTRO AVE #917,PONCE,,PONCE,TRUE,RANGE_INTERPOLATED,1,,,,(787) 844-2080,PR,https://data.medicare.gov/resource/xubh-q36u/row-4rfb.mczf.9anc,733,400044,400044,651667,2,400044,1,2019-07-03,2018-01-01,2018-12-31,2018,364,t,265,50,,,50,,,,,,,,,,,,,315,,,,,,,,315,,69946,11904,,,11904,,,,,,,,,,,,,84516,,,,,,,,,,65.0000,73.0000,96.9900,1509.0000
DOCTORS' CENTER HOSPITAL SAN JUAN,Proprietary,Acute Care Hospitals,18.4446749,-66.0761443,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,,SAN JUAN,TRUE,RANGE_INTERPOLATED,1,,,,(787) 723-2950,PR,https://data.medicare.gov/resource/xubh-q36u/row-u5ha_su64_x3jd,909,400006,400006,649492,4,400006,1,2019-05-30,2018-01-01,2018-12-31,2018,364,t,123,6,,,6,,,,,,,,,,,,,129,,,,,,,,129,2,25917,1767,,,1767,,,,,,,,,,,,,27762,,,,,,,,,,80.0000,59.0000,,346.1400
HOSP COMUNITARIO BUEN SAMARITANO,Voluntary non-profit - Other,Acute Care Hospitals,18.4257212,-67.1508997,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,,AGUADILLA,TRUE,GEOMETRIC_CENTER,1,,,,(787) 658-0000,PR,https://data.medicare.gov/resource/xubh-q36u/row-8tsm_vegi.8z9v,603,400079,400079,649495,3,400079,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,116,8,,,8,,,,,,,,,,,,,124,,,,,,,,124,,29110,2058,,,2058,,,,,,,,,,,,,31168,,,,,,,,,,70.0000,69.0000,,429.0800
SAN JORGE CHILDRENS HOSPITAL INC,Proprietary,Acute Care Hospitals,18.4468796,-66.0630394,258 SAN JORGE STREET,SAN JUAN,,SAN JUAN,TRUE,ROOFTOP,1,,,,(787) 727-1000,PR,https://data.medicare.gov/resource/xubh-q36u/row-6qba~ryfi~pqaw,912,400134,400134,659466,1,400134,2,2019-05-01,2018-01-01,2018-12-31,2018,364,t,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,Voluntary non-profit - Private,Acute Care Hospitals,18.3958646,-66.0736306,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,,SAN JUAN,FALSE,GEOMETRIC_CENTER,1,,,,(787) 763-4149,PR,https://data.medicare.gov/resource/xubh-q36u/row-y9yb.2qds_r9bm,935,400012,400012,661645,2,400012,1,2019-12-05,2018-07-01,2019-06-30,2018,364,t,52,5,,,5,,,,,,,,,,,,,57,,,,,,,,57,,8398,1023,,,1023,,,,,,,,,,,,,9421,,,,,,,,,,56.0000,45.0000,,229.0000
HIMA SAN PABLO CUPEY,Proprietary,Acute Care Hospitals,18.3551846,-66.0400062,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,,SAN JUAN,TRUE,GEOMETRIC_CENTER,1,,,,(787) 761-8383,PR,https://data.medicare.gov/resource/xubh-q36u/row-dfqg_xf6v~mrae,928,400133,400133,660027,4,400133,1,2019-11-08,2018-01-01,2018-12-31,2018,364,t,42,9,,,9,,,,,,,,,,,,,51,,,,19,,,,70,,3983,560,,,560,,,,,,,,,,,,,4543,,,,5613,,,,,,17.0000,24.0000,,162.1300
HOSPITAL DE LA CONCEPCION,Voluntary non-profit - Church,Acute Care Hospitals,18.0988246,-67.0382886,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,,SAN GERMAN,TRUE,GEOMETRIC_CENTER,1,,,,(787) 892-1860,PR,https://data.medicare.gov/resource/xubh-q36u/row-ud6p-v4z7-e8nu,683,400021,400021,649494,1,400021,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,143,12,,,12,,,,,,,,,,12,,,167,,19,,,,,,186,5,31787,3561,,,3561,,,,,,,,,,1791,,,37623,,5047,,,,,,,,81.0000,61.0000,12.9100,694.6600
HOSPITAL DR SUSONI INC,Voluntary non-profit - Private,Acute Care Hospitals,18.4726154,-66.7164601,55 PALM ST,ARECIBO,,ARECIBO,TRUE,APPROXIMATE,1,,,,(787) 650-1031,PR,https://data.medicare.gov/resource/xubh-q36u/row-sxrh-3iek~wydv,614,400117,400117,648863,4,400117,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,114,6,,,6,,,,,,,,,,,,,120,,,,,,,,120,,28700,1900,,,1900,,,,,,,,,,,,,30600,,,,,,,,,,86.0000,70.0000,,443.1600
HOSPITAL METROPOLITANO DR PILA,Voluntary non-profit - Private,Acute Care Hospitals,18.0037384,-66.6104852,2435 LAS AMERICAS AVE,PONCE,,PONCE,TRUE,ROOFTOP,1,,,,(787) 848-5600,PR,https://data.medicare.gov/resource/xubh-q36u/row-er9j_ku6s_gfmh,733,400003,400003,649344,4,400003,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,97,10,,,10,,,,,,,,,,,,,107,,,,,,,,107,8,24071,2826,,,2826,,,,,,,,,,,,,27354,,,,,,,,,,77.0000,70.0000,,405.1700
HOSPITAL HERMANOS MELENDEZ INC,Proprietary,Acute Care Hospitals,18.3967595,-66.1625647,CARRETERA #2 KM 11 7,BAYAMON,,BAYAMON,TRUE,ROOFTOP,1,,,,(787) 620-8181,PR,https://data.medicare.gov/resource/xubh-q36u/row-qeay~e2ib.ig5b,960,400032,400032,649346,4,400032,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,232,21,,,21,,,,,,,,,,,,,253,,,,,,,,253,,23871,4256,,,4256,,,,,,,,,,,,,28477,,,,,,,,,,55.0000,30.0000,,493.6000
HIMA SAN PABLO-CAGUAS,Proprietary,Acute Care Hospitals,18.2270107,-66.0273180,AVE LUIS MUNOZ MARIN,CAGUAS,,CAGUAS,TRUE,GEOMETRIC_CENTER,1,,,,(787) 653-3434,PR,https://data.medicare.gov/resource/xubh-q36u/row-7siz.yb89_3gij,725,400120,400120,649347,4,400120,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,394,46,,,46,,,,,,,,,,,,,440,,,,,,,,440,,82368,13054,,,13054,,,,,,,,,,,,,99211,,,,,,,,,,77.0000,61.0000,,1749.5900
BELLA VISTA HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,18.1868275,-67.1192192,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,,MAYAGUEZ,TRUE,GEOMETRIC_CENTER,1,,,,(787) 652-6045,PR,https://data.medicare.gov/resource/xubh-q36u/row-3qj8-u7h6~eihq,681,400014,400014,650360,1,400014,1,2019-06-03,2018-01-01,2018-12-31,2018,364,t,149,9,,,9,,,,,,,,,,,,,158,,25,,,,,,183,,21500,1952,,,1952,,,,,,,,,,,,,24605,,3617,,,,,,,,59.0000,42.0000,15.5400,544.6000
O'CONNOR HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,42.2668700,-74.9168500,460 ANDES ROAD,DELHI,,DELAWARE,TRUE,,0,36025,,,(607) 746-0300,NY,https://data.medicare.gov/resource/xubh-q36u/row-we9d-4xh5_rhbv,13753,331305,331305,650323,2,331305,1,2019-05-31,2018-01-01,2018-12-31,2018,364,t,16,,,,0,,,,,,,,,,,,,16,,,,,,,,16,,2087,,,,0,,,,,,,,,,,,,2087,,,,,,,,124,,,35.0000,,149.8000
WYOMING MEDICAL CENTER,Government - Local,Acute Care Hospitals,42.8487180,-106.3087530,1233 EAST 2ND ST,CASPER,,NATRONA,TRUE,,0,56025,"Casper, WY",16220,(307) 577-7201,WY,https://data.medicare.gov/resource/xubh-q36u/row-sk2z.s7zk-vge8,82601,530012,530012,662631,2,530012,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,198,14,,,14,,,,,,,,,,,,,212,,,,,,,,212,6,32882,2856,,,2856,,,,,,,,,,,,,37631,,,,,,,,4178,,56.0000,48.0000,,1198.4000
HOSPITAL DR CAYETANO COLL Y TOSTE,Proprietary,Acute Care Hospitals,18.4672197,-66.7313808,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,,ARECIBO,TRUE,ROOFTOP,1,,,,(787) 650-7272,PR,https://data.medicare.gov/resource/xubh-q36u/row-7vbx.kyy9.acup,613,400087,400087,650361,4,400087,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,148,8,,,8,,,,,,,,,,16,,,172,,,,,,,,172,14,34673,2627,,,2627,,,,,,,,,,2010,,,39952,,,,,,,,,,90.0000,63.0000,,579.0000
ST VINCENT CLAY HOSPITAL INC,Voluntary non-profit - Private,Critical Access Hospitals,39.5269350,-87.1113180,1206 E NATIONAL AVE,BRAZIL,,CLAY,TRUE,,0,18021,"Terre Haute, IN",45460,(812) 442-2500,IN,https://data.medicare.gov/resource/xubh-q36u/row-rnay_y3j3.e852,47834,151309,151309,661168,1,151309,1,2019-11-29,2018-07-01,2019-06-30,2018,364,t,25,,,,0,,,,,,,,,,,,,25,,,,,,,,25,,714,,,,0,,,,,,,,,,,,,714,,,,,,,,347,,,7.0000,,52.4200
UNITED MEMORIAL MEDICAL CENTER,Physician,Acute Care Hospitals,29.8472220,-95.4079910,510 W TIDWELL,HOUSTON,,HARRIS,TRUE,,0,48201,"Houston-The Woodlands-Sugar Land, TX",26420,(713) 691-1111,TX,https://data.medicare.gov/resource/xubh-q36u/row-asfk~qaea.f3zr,77091,450803,450803,651295,5,450803,1,2019-06-14,2018-01-01,2018-12-31,2018,364,t,97,,,,0,,,,,,,,,,,,,97,,,,,,,,97,,6647,1449,,,1449,,,,,,,,,,,,,8096,,,,,,,,,,,22.0000,,170.9600
HOSPITAL MENONITA GUAYAMA,Voluntary non-profit - Church,Acute Care Hospitals,17.9739992,-66.1065029,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,,GUAYANILLA,TRUE,GEOMETRIC_CENTER,1,,,,(787) 864-4300,PR,https://data.medicare.gov/resource/xubh-q36u/row-by64~txfx~5j23,785,400048,400048,653990,2,400048,1,2019-09-03,2018-04-01,2019-03-31,2018,364,t,110,6,,,6,,,,,,,,,,,,,116,,,,,,,,116,,24990,1864,,,1864,,,,,,,,,,,,,27633,,,,,,,,,,85.0000,65.0000,,362.0000
PROFESSIONAL HOSPITAL GUAYNABO INC,Proprietary,Acute Care Hospitals,18.3582970,-66.0726073,AVE LAS CUMBRES ST 199KM 1 2,ALT DE SANTA,,GUAYNABO,TRUE,GEOMETRIC_CENTER,1,,,,(787) 708-6560,PR,https://data.medicare.gov/resource/xubh-q36u/row-fwuh~bawf.93i3,969,400122,400122,662581,4,400122,1,2019-12-23,2018-07-01,2019-06-30,2018,364,t,49,,,,0,,,,,,,,,,,,,49,,,,,,,,49,,2455,,,,0,,,,,,,,,,,,,2455,,,,,,,,,,,13.0000,,91.4600
HOSPITAL GENERAL DE CASTANER,Voluntary non-profit - Private,Acute Care Hospitals,18.1810502,-66.8331137,CARR 135 KM 64 2,CASTANER,,LARES,TRUE,GEOMETRIC_CENTER,1,,,,(787) 829-5010,PR,https://data.medicare.gov/resource/xubh-q36u/row-vfcv~b9rk-xwf7,631,400010,400010,647686,2,400010,2,2019-03-05,2017-10-01,2018-09-30,2018,364,t,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY HOSPITAL AT  WHITE ROCK,Proprietary,Acute Care Hospitals,32.8355210,-96.7050010,9440 POPPY DR,DALLAS,,DALLAS,TRUE,,0,48113,"Dallas-Fort Worth-Arlington, TX",19100,(214) 324-6100,TX,https://data.medicare.gov/resource/xubh-q36u/row-5mze~mvpw.a56k,75218,450678,450678,655846,4,450678,1,2019-10-31,2018-06-01,2019-05-31,2018,364,t,167,20,,,20,,,,,,,,,,,,,187,,,,,,,,187,,21564,2262,,,2262,,,,,,,,,,,,,26564,,,,,,,,666,,31.0000,39.0000,,448.1600
MENNONITE GENERAL HOSPITAL INC,Voluntary non-profit - Private,Acute Care Hospitals,18.1437170,-66.2628471,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,,AIBONITO,TRUE,GEOMETRIC_CENTER,1,,,,(787) 535-1001,PR,https://data.medicare.gov/resource/xubh-q36u/row-bj3m-c3jd~qtix,705,400018,400018,658954,2,400018,5,2019-11-05,2018-04-01,2019-03-31,2018,364,t,144,6,,,6,,,,,,,,,,,,,150,,,,,,,,150,,22389,1802,,,1802,,,,,,,,,,,,,25478,,,,,,,,,,82.0000,46.0000,,796.0000
HOSPITAL METROPOLITANO DE LA MONTANA,Proprietary,Acute Care Hospitals,18.2675675,-66.7013424,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,,UTUADO,TRUE,GEOMETRIC_CENTER,1,,,,(787) 933-1100,PR,https://data.medicare.gov/resource/xubh-q36u/row-8n9a.kpfm-bvb9,641,400130,400130,650777,5,400130,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,7,,,,0,,,,,,,,,,,,,7,40,,,,,,,47,,1120,,,,0,,,,,,,,,,,,,1120,8729,,,,,,,,,,43.0000,,153.9300
CHILDREN'S HOSP OF RICHMOND OF THE VCU HEALTH SYS,Voluntary non-profit - Private,Childrens,37.5702610,-77.4492070,2924 BROOK ROAD,RICHMOND,,RICHMOND CITY,FALSE,,0,51760,"Richmond, VA",40060,(804) 321-7474,VA,https://data.medicare.gov/resource/xubh-q36u/row-3rgk-iaha-6s92,23220,493302,493302,660060,4,493302,2,2019-11-26,2018-07-01,2019-06-30,2018,364,t,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIVERSITY PEDIATRIC HOSPITAL,Government - State,Childrens,18.3958646,-66.0736306,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,,SAN JUAN,TRUE,GEOMETRIC_CENTER,1,,,,(787) 777-3232,PR,https://data.medicare.gov/resource/xubh-q36u/row-aat9~yvnm_fjvd,935,403301,403301,640173,2,403301,2,2018-11-30,2017-07-01,2018-06-30,2017,364,t,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
RYDER MEMORIAL HOSPITAL INC,Voluntary non-profit - Private,Acute Care Hospitals,18.1550824,-65.8355988,355 AVE FONT MARTELO,HUMACAO,,HUMACAO,TRUE,RANGE_INTERPOLATED,1,,,,(787) 852-0768,PR,https://data.medicare.gov/resource/xubh-q36u/row-my7s-d2gg.9gnq,791,400007,400007,651058,1,400007,1,2019-06-15,2018-01-01,2018-12-31,2018,364,t,136,29,,,29,,,,,,,,,,,,,165,,,,62,,,,227,,6923,1978,,,1978,,,,,,,,,,,,,8901,,,,6670,,,6001,,,18.0000,14.0000,,508.7600
ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,Government - Local,Acute Care Hospitals,18.4500000,-66.0600000,BO MONACILLO CARR NUM 22,SAN JUAN,,SAN JUAN,TRUE,APPROXIMATE,1,,,,(787) 777-3535,PR,https://data.medicare.gov/resource/xubh-q36u/row-gchu_zjdy_292t,935,400127,400127,660877,1,400127,1,2019-11-27,2018-07-01,2019-06-30,2018,364,t,,68,,,68,,,,,,,,,,,,,68,,,,,,,,68,,,21407,,,21407,,,,,,,,,,,,,21407,,,,,,,,,,86.0000,86.0000,,1272.5400
HOSPITAL MENONITA DE CAYEY,Voluntary non-profit - Private,Acute Care Hospitals,18.1243563,-66.1385053,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,,CAYEY,TRUE,ROOFTOP,1,,,,(787) 535-1001,PR,https://data.medicare.gov/resource/xubh-q36u/row-tvip_6utn.5a9j,737,400013,400013,655177,2,400013,5,2019-10-11,2018-04-01,2019-03-31,2018,364,t,190,35,,,35,,,,,,,,,,,,,225,,,,,,,,225,,44464,7515,,,7515,,,,,,,,,,,,,53957,,,,,,,,,,58.0000,65.0000,,1137.0000
"HOSPITAL PAVIA HATO REY, INC",Voluntary non-profit - Private,Acute Care Hospitals,18.4187832,-66.0556935,AVE PONCE DE LEON 435,HATO REY,,SAN JUAN,TRUE,RANGE_INTERPOLATED,1,,,,(787) 754-0909,PR,https://data.medicare.gov/resource/xubh-q36u/row-bvtj.a5ij_j7jv,919,400128,400128,650776,4,400128,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,105,6,,,6,,,,,,,,,,,,,111,49,,,,,,,160,4,16899,1479,,,1479,,,,,,,,,,,,,20222,14498,,,,,,,,,67.0000,50.0000,,381.9100
"ROY LESTER SCHNEIDER HOSPITAL,THE",Government - Local,Acute Care Hospitals,18.3403280,-64.9146707,9048 SUGAR ESTATE,ST THOMAS,,SAINT THOMAS ISLAND,TRUE,ROOFTOP,1,,,,(809) 776-8311,VI,https://data.medicare.gov/resource/xubh-q36u/row-smqm-6qpj_ky9s,801,480001,480001,644382,1,480001,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,99,8,,,8,,,,,,,,,,,,,107,,,,,,,,107,,9349,1599,,,1599,,,,,,,,,,,,,12391,,,,,,,,286,,54.0000,31.0000,,616.9500
GOV JUAN F LUIS HOSPITAL & MEDICAL CTR,Government - State,Acute Care Hospitals,17.7336768,-64.7515758,"#4007 EST DIAMOND RUBY, CHRISTIANSTED",ST CROIX,,SAINT CROIX ISLAND,TRUE,ROOFTOP,1,,,,(340) 778-6311,VI,https://data.medicare.gov/resource/xubh-q36u/row-bs2s~9p8n_k2e3,820,480002,480002,644383,13,480002,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,66,11,,,11,,,,,,,,,,,,,77,,,,,,,,77,,9939,1080,,,1080,,,,,,,,,,,,,12327,,,,,,,,456,,26.0000,43.0000,,624.1400
HOSPITAL MENONITA CAGUAS INC,Voluntary non-profit - Private,Acute Care Hospitals,18.2199893,-66.0490741,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,,CAGUAS,TRUE,GEOMETRIC_CENTER,1,,,,(787) 744-3141,PR,https://data.medicare.gov/resource/xubh-q36u/row-j2pr-gczt~4uze,725,400104,400104,658956,2,400104,5,2019-11-05,2018-04-01,2019-03-31,2018,364,t,207,18,,,18,,,,,,,,,,,,,225,,,,,,,,225,,39096,4433,,,4433,,,,,,,,,,,,,44378,,,,,,,,,,67.0000,54.0000,,591.0000
COMMONWEALTH HEALTH CENTER,Proprietary,Acute Care Hospitals,15.2086299,145.7303467,1 LOWER NAVY HILL ROAD (PO BOX 409CK),GARAPAN,,SAIPAN,TRUE,GEOMETRIC_CENTER,1,,,,(670) 234-8950,MP,https://data.medicare.gov/resource/xubh-q36u/row-z8uz.de7b_sx86,96950,660001,660001,644688,13,660001,1,2019-03-01,2017-10-01,2018-09-30,2018,364,t,70,4,,,4,,,,,,,,,,,,,74,,,,,,,,74,,14577,918,,,918,,,,,,,,,,,,,17728,,,,,,,,,,63.0000,65.0000,,709.7200
HOSPITAL DAMAS INC,Voluntary non-profit - Private,Acute Care Hospitals,17.9970214,-66.6180176,PONCE BY PASS #2213,PONCE,,PONCE,TRUE,ROOFTOP,1,,,,(787) 840-8460,PR,https://data.medicare.gov/resource/xubh-q36u/row-f6rn.uktm~vs4m,717,400022,400022,649345,2,400022,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,150,16,,,16,7,,,,,,,,,10,,,183,,,,24,,,,207,11,30299,2946,,,2946,1506,,,,,,,,,804,,,36660,,,,5427,,,,,,50.0000,55.0000,25.4100,696.1700
HOSPITAL PEREA,Proprietary,Acute Care Hospitals,18.2028218,-67.1398281,15 DR BASORA STREET,MAYAGUEZ,,MAYAGUEZ,TRUE,GEOMETRIC_CENTER,1,,,,(787) 834-0101,PR,https://data.medicare.gov/resource/xubh-q36u/row-gmvm-vs4t~timp,681,400123,400123,649348,4,400123,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,106,4,,,4,,,,,,,,,,8,,,118,,,,,,,,118,8,27377,1112,,,1112,,,,,,,,,,988,,,30322,,,,,,,,,,76.0000,70.0000,,467.1300
HOSPITAL ORIENTE,Proprietary,Acute Care Hospitals,18.1529052,-65.8340682,300 FONT MARTELLO STREET,HUMACAO,,HUMACAO,TRUE,ROOFTOP,1,,,,(787) 852-0505,PR,https://data.medicare.gov/resource/xubh-q36u/row-86ag_av66_rt3n,792,400011,400011,647271,4,400011,1,2019-04-18,2018-01-01,2018-12-31,2018,364,t,63,4,,,4,,,,,,,,,,,,,67,,,,,,,,67,,15372,1255,,,1255,,,,,,,,,,,,,16627,,,,,,,,31,,86.0000,68.0000,,199.7600
MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,Proprietary,Acute Care Hospitals,18.1764606,-67.1512480,CARR 2 BO SABALOS,MAYAGUEZ,,MAYAGUEZ,TRUE,GEOMETRIC_CENTER,1,,,,(787) 652-9200,PR,https://data.medicare.gov/resource/xubh-q36u/row-gthf.kgy6-stvn,682,400103,400103,648571,4,400103,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,161,31,,,31,,,,,,,,,,,,,192,,,,,,,,192,,36730,8042,,,8042,,,,,,,,,,,,,44772,,,,,,,,,,71.0000,64.0000,33.0700,726.2400
LAKE GRANBURY MEDICAL CENTER,Proprietary,Acute Care Hospitals,32.4318450,-97.8027290,1310 PALUXY RD,GRANBURY,,HOOD,TRUE,,0,48221,"Granbury, TX",24180,(817) 573-2683,TX,https://data.medicare.gov/resource/xubh-q36u/row-prqs_guzc_3igk,76048,450596,450596,647586,4,450596,1,2019-04-30,2017-12-01,2018-11-30,2018,364,t,36,12,,,12,,,,,,,,,,,,,48,,,,,,,,48,,9558,1398,,,1398,,,,,,,,,,,,,11835,,,,,,,,2530,,32.0000,67.0000,,596.7900
HOSPITAL PAVIA SANTURCE,Voluntary non-profit - Private,Acute Care Hospitals,18.4449339,-66.0696675,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,,SAN JUAN,TRUE,ROOFTOP,1,,,,(787) 641-1616,PR,https://data.medicare.gov/resource/xubh-q36u/row-t9jx-hz32~rfkq,910,400019,400019,648862,4,400019,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,173,21,,,21,,,,,,,,,,5,,,199,,,,,,,,199,,45871,4781,,,4781,,,,,,,,,,881,,,53654,,,,,,,,,,62.0000,74.0000,,779.0600
CARIBBEAN MEDICAL CENTER,Proprietary,Acute Care Hospitals,18.3321123,-65.6501216,151 AVE OSVALDO MOLINA,FAJARDO,,FAJARDO,TRUE,ROOFTOP,1,,,,(787) 801-0081,PR,https://data.medicare.gov/resource/xubh-q36u/row-8r2t_fsxg-uxdh,738,400131,400131,648864,4,400131,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,38,4,,,4,,,,,,,,,,,,,42,,,,,,,,42,2,13340,1132,,,1132,,,,,,,,,,,,,15190,,,,,,,,,,77.0000,99.0000,,215.9400
GUAM MEMORIAL HOSPITAL AUTHORITY,Government - Local,Acute Care Hospitals,13.5008229,144.7755910,85O GOV CARLOS G CAMACHO ROAD,TAMUNING,,GUAM,TRUE,GEOMETRIC_CENTER,1,,,,(671) 647-2552,GU,https://data.medicare.gov/resource/xubh-q36u/row-4hjs.vy3n_hawy,96913,650001,650001,644079,13,650001,1,2019-02-28,2017-10-01,2018-09-30,2018,364,t,147,14,,,14,,,,,,,,,,,,,161,,,,40,,,,201,,27761,4576,,,4576,,,,,,,,,,,,,36410,,,,6839,,,,500,,89.0000,62.0000,,1266.5500
HOSPITAL SAN CARLOS BORROMEO,Voluntary non-profit - Private,Acute Care Hospitals,18.3885735,-67.1060353,CALLE CONCEPCION VERA AYALA #550 S,MOCA,,MOCA,TRUE,ROOFTOP,1,,,,(787) 877-8000,PR,https://data.medicare.gov/resource/xubh-q36u/row-gmfg_ugtd-ckk4,676,400111,400111,651534,4,400111,1,2019-05-28,2018-01-01,2018-12-31,2018,364,t,99,7,,,7,,,,,,,,,,,,,106,,,,,,,,106,7,16229,1880,,,1880,,,,,,,,,,,,,19014,,,,,,,,,,73.0000,49.0000,,297.9900
HOSPITAL METROPOLITANO DR TITO MATTEI,Proprietary,Acute Care Hospitals,18.0295606,-66.8571953,ROAD 128 KM 1.0,YAUCO,,YAUCO,TRUE,GEOMETRIC_CENTER,1,,,,(787) 856-1000,PR,https://data.medicare.gov/resource/xubh-q36u/row-dj5v~4uja-xjvr,698,400110,400110,650773,4,400110,1,2019-05-29,2018-01-01,2018-12-31,2018,364,t,73,11,,,11,,,,,,,,,,,,,84,28,,,,,,,112,3,12208,2457,,,2457,,,,,,,,,,,,,14988,7930,,,,,,,,,61.0000,49.0000,,265.5300
